0,0,0,772.2876771085332
0,0,10,3319.371636947864
0,0,20,8897.110566865831
0,0,30,9639.946241529087
0,0,40,4765.414372040921
0,0,50,5539.938909292921
0,0,60,8733.152225879645
0,0,70,7843.609940031337
0,0,80,4430.258868780104
0,0,90,4205.940609636988
0,10,0,1630.2054704817854
0,10,10,6317.326226005942
0,10,20,15008.108055035582
0,10,30,15743.777673220864
0,10,40,9072.818208390196
0,10,50,9945.41995396818
0,10,60,14023.100251028449
0,10,70,13232.149399093869
0,10,80,8815.180230632108
0,10,90,8101.209085856496
0,20,0,3048.1830454261835
0,20,10,8036.836666448511
0,20,20,15911.947545490892
0,20,30,16965.616898805438
0,20,40,12126.90187750425
0,20,50,12651.425861708141
0,20,60,15748.75728356081
0,20,70,15207.759207039906
0,20,80,11309.380014318207
0,20,90,11563.704091672378
0,30,0,4729.862605576849
0,30,10,8112.287724438878
0,30,20,12650.72701437179
0,30,30,15187.743853831269
0,30,40,13991.184712473829
0,30,50,13504.322749942976
0,30,60,13712.305052257194
0,30,70,12981.090765193536
0,30,80,11360.221064817439
0,30,90,13579.429207959793
0,40,0,7276.203580161946
0,40,10,9474.817654305496
0,40,20,10049.810397451192
0,40,30,13638.099141358212
0,40,40,14486.549306736993
0,40,50,13156.569454316143
0,40,60,13528.369465977414
0,40,70,12321.610156930765
0,40,80,10428.616131892311
0,40,90,12136.773448231095
0,50,0,9942.200149596547
0,50,10,12178.263865021938
0,50,20,9305.796541668316
0,50,30,11722.253045981457
0,50,40,11712.54812948544
0,50,50,10621.91158357645
0,50,60,13980.209547490873
0,50,70,13843.314343904063
0,50,80,11451.601898278042
0,50,90,11379.991513718853
0,60,0,10399.600587778526
0,60,10,14757.292089855377
0,60,20,10609.672710253602
0,60,30,9797.810665796447
0,60,40,9406.937550431314
0,60,50,10679.656915242002
0,60,60,15259.21841285736
0,60,70,16246.125385215613
0,60,80,14602.711111240356
0,60,90,10910.25436884987
0,70,0,9523.649578521225
0,70,10,14859.117699136708
0,70,20,11535.04210402354
0,70,30,9876.609103399986
0,70,40,9373.646730245166
0,70,50,11623.315082754116
0,70,60,15329.774713795154
0,70,70,15551.026151109336
0,70,80,14545.57636987994
0,70,90,9987.993019765983
0,80,0,7415.282319777678
0,80,10,13776.979090436285
0,80,20,13158.78781193257
0,80,30,10936.540849404611
0,80,40,10775.321445468004
0,80,50,12922.40934421741
0,80,60,13804.96762788668
0,80,70,12172.68759289827
0,80,80,11954.380633534478
0,80,90,10568.543250499615
0,90,0,4974.4551784180685
0,90,10,9851.750554266999
0,90,20,11257.32308124062
0,90,30,9744.1859165204
0,90,40,9308.441433056334
